Date,MAX,MIN,EVP,SSH,Glob_Rad,Diff_Rad
1989-01-25,32.7,8.8,4.104387125220459,10.5,16.86,3.63
1989-01-26,32.7,9.6,4.085491071428572,10.5,16.43,3.62
1989-01-27,32.6,10.3,4.053061224489796,10.3,16.78,3.91
1989-01-28,31.6,12.2,4.0,10.4,16.61,4.9870833333333335
1989-01-29,30.6,12.8,3.9166666666666665,10.3,15.95,5.14025641025641
1989-01-30,31.0,11.9,3.870833333333333,10.4,16.43,5.215384615384615
1989-01-31,31.0,11.1,3.8277777777777775,10.5,16.43,3.8
1989-02-01,31.9,11.2,3.7249999999999996,10.4,16.27,4.943625
1989-02-02,32.3,10.4,3.6,10.5,16.71,5.018375000000001
1989-02-03,32.0,9.8,4.524741988131232,10.6,14.73,4.822051282051281
1989-02-04,31.8,9.8,4.680269482462298,10.7,15.71,4.49
1989-02-05,33.3,9.5,4.84086881478782,10.6,16.69,3.36
1989-02-06,32.2,9.2,5.005048995788791,10.6,17.26,3.54
1989-02-07,32.2,10.2,5.173697258665371,10.5,18.44,3.5
1989-02-08,32.0,10.5,5.347610712935968,10.4,17.76,4.03
1989-02-09,31.4,10.2,5.529085202731886,10.5,17.47,4.699358974358974
1989-02-10,32.9,10.2,5.7,10.6,17.07,4.981805555555556
1989-02-11,33.8,8.6,6.025,10.7,17.78,4.771111111111111
1989-02-12,32.7,7.3,6.105555555555555,10.7,16.61,6.23
1989-02-13,33.1,9.6,6.216666666666667,10.7,15.73,4.53
1989-02-14,33.4,9.9,6.293333333333333,10.6,17.59,3.59
1989-02-15,33.3,10.5,6.352777777777777,10.5,19.23,3.51
1989-02-16,32.3,11.6,6.384013605442176,10.5,19.16,3.43
1989-02-17,31.4,9.6,6.414136904761904,10.7,18.49,3.85
1989-02-18,35.0,11.1,6.434788359788359,10.4,18.54,3.87
1989-02-19,29.5,6.6,6.457309523809523,10.5,19.05,3.62
1989-02-20,29.1,7.4,5.7,10.6,18.75,3.78
1989-02-21,31.0,8.8,6.35,10.6,18.84,3.87
1989-02-22,33.6,10.4,6.266666666666666,10.6,18.91,5.14
1989-02-23,31.9,9.4,6.549999999999999,10.6,19.17,3.76
1989-02-24,31.3,9.4,6.599999999999999,10.4,18.79,2.9
1989-02-25,31.8,9.8,6.649999999999999,10.7,19.39,3.43
1989-02-26,33.9,11.8,6.57142857142857,10.1,19.27,3.96
1989-02-27,34.9,13.1,6.625,10.6,20.41,3.73
1989-02-28,34.8,12.5,6.6,10.6,20.81,3.98
1989-03-01,34.6,12.4,6.659999999999999,10.1,21.02,4.25
1989-03-02,34.5,12.4,5.7,9.6,21.22,4.42
1989-03-03,34.2,12.2,7.0,10.1,20.82,3.58
1989-03-04,35.0,13.1,6.1,9.2,18.55,2.74
1989-03-05,36.0,14.8,7.4,9.8,14.79,4.12
1989-03-06,36.1,15.4,6.8,8.7,19.52,4.61
1989-03-07,36.0,18.2,6.9,9.2,20.6,3.43
1989-03-08,35.8,15.4,6.1,8.9,20.75,4.08
1989-03-09,35.7,16.0,7.0,8.9,21.71,3.72
1989-03-10,34.9,18.4,6.4,9.4,20.81,3.24
1989-03-11,38.7,14.4,7.2,10.3,20.99,3.95
1989-03-12,33.2,12.9,7.5,10.0,20.28,3.39
1989-03-13,33.8,13.9,7.0,9.8,18.8,4.56
1989-03-14,35.0,14.2,7.4,10.2,21.52,5.37
1989-03-15,35.1,13.3,8.3,10.0,22.3,5.07
1989-03-16,34.7,13.1,8.5,10.2,23.51,4.08
1989-03-17,34.9,14.8,8.0,9.9,21.67,5.42
1989-03-18,35.3,17.3,6.3,9.6,21.23,3.98
1989-03-19,35.5,18.1,5.2,9.6,23.44,7.6
1989-03-20,36.4,18.8,5.2,9.8,24.38,4.96
1989-03-21,37.8,23.2,7.0,3.4,23.865,5.75
1989-03-22,35.2,21.6,9.0,10.0,23.35,5.5025
1989-03-23,36.0,19.2,8.4,7.5,21.51606060606061,5.21671875
1989-03-24,36.7,20.9,8.0,5.1,22.15837837837838,5.587432432432433
1989-03-25,30.6,18.8,6.8,8.2,21.11,5.4857894736842105
1989-03-26,34.1,18.1,5.9,5.2,22.685,6.13
1989-03-27,26.4,14.8,8.4,10.0,24.26,6.78
1989-03-28,29.1,13.7,5.3,10.5,24.65,7.225
1989-03-29,31.6,13.2,6.9,10.4,23.2,7.67
1989-03-30,33.7,15.6,9.5,10.9,22.12364864864865,5.62
1989-03-31,34.7,18.2,7.9,8.6,21.58216216216216,6.59
1989-04-01,36.4,18.0,9.6,10.3,22.01,7.2
1989-04-02,37.1,18.8,10.0,10.9,22.405,5.35
1989-04-03,36.3,15.8,9.9,11.1,22.8,5.4
1989-04-04,35.8,14.8,9.8,10.8,24.65,6.12
1989-04-05,36.8,14.5,10.2,10.9,24.38,5.48
1989-04-06,37.1,14.5,10.6,10.9,24.11,4.84
1989-04-07,37.3,15.0,8.7,11.1,22.09,5.3
1989-04-08,38.3,16.1,9.2,11.0,23.38,5.76
1989-04-09,38.8,17.6,9.2,10.8,23.26,6.41
1989-04-10,39.1,18.2,9.3,10.8,24.9,7.06
1989-04-11,37.9,17.5,12.8,11.3,25.1,6.11
1989-04-12,37.3,18.8,13.4,11.9,25.25,8.5
1989-04-13,35.9,18.1,11.5,11.5,24.52,6.68
1989-04-14,38.3,19.0,11.9,11.4,24.83,6.35
1989-04-15,39.5,20.3,13.0,11.9,25.58,9.92
1989-04-16,39.5,21.3,11.1,11.5,25.33,9.13
1989-04-17,37.6,18.2,10.7,11.5,26.14,8.34
1989-04-18,39.1,21.3,11.7,8.5,26.12,5.77
1989-04-19,39.2,21.8,6.3,7.9,24.4,5.16
1989-04-20,38.4,20.7,3.4,10.1,24.07,6.817297297297298
1989-04-21,38.9,20.6,12.1,10.2,24.41,6.9810526315789465
1989-04-22,37.9,21.2,11.263157894736842,11.1,24.86,6.801052631578948
1989-04-23,36.9,22.0,11.11578947368421,11.1,26.5,5.77
1989-04-24,36.5,19.2,12.7,6.1,25.805,5.64
1989-04-25,36.3,20.6,8.3,10.2,25.11,6.18
1989-04-26,38.1,20.1,12.8,11.0,24.09,5.19
1989-04-27,38.5,21.2,11.6,11.6,22.66,4.2
1989-04-28,36.8,20.9,13.3,11.9,23.13,5.87
1989-04-29,35.9,20.1,12.0,12.0,21.89,4.69
1989-04-30,34.4,21.5,15.1,11.9,20.65,5.35
1989-05-01,36.2,19.3,15.1,11.2,24.19448717948718,5.78
1989-05-02,37.9,22.5,8.0,11.4,24.31397435897436,6.02
1989-05-03,37.0,23.0,10.6,8.4,17.1,4.63
1989-05-04,37.4,23.0,6.7,10.2,17.16,4.51
1989-05-05,37.4,21.6,9.2,8.4,18.34,5.64
1989-05-06,35.1,21.4,6.0,8.0,24.51,5.8
1989-05-07,36.7,21.0,5.3,8.8,24.94,6.54
1989-05-08,37.2,20.8,8.7,11.2,25.67,6.41
1989-05-09,40.0,18.6,10.8,10.9,25.31,6.93
1989-05-10,40.0,18.3,9.8,11.7,25.4,7.12
1989-05-11,40.1,20.1,12.9,11.6,25.07,6.155
1989-05-12,41.3,21.4,10.7,11.5,26.07,5.19
1989-05-13,38.5,23.4,12.2,11.3,25.27,5.21
1989-05-14,37.0,22.5,10.0,11.8,23.3,5.47
1989-05-15,37.5,22.5,11.9,11.5,23.91,4.86
1989-05-16,36.9,23.4,11.9,10.2,15.67,6.93
1989-05-17,37.2,24.5,9.2,10.1,26.13,4.49
1989-05-18,36.9,25.3,10.9,10.2,23.7,7.084054054054055
1989-05-19,35.3,24.7,8.0,9.6,21.83,7.479102564102564
1989-05-20,36.1,23.0,10.0,10.5,23.855,4.95
1989-05-21,37.5,23.7,10.0,11.1,25.88,4.69
1989-05-22,37.3,23.6,9.9,10.9,24.16,7.669615384615385
1989-05-23,35.5,22.5,8.5,11.8,25.21,7.768157894736842
1989-05-24,33.8,23.0,10.0,11.5,25.9,7.661428571428573
1989-05-25,34.4,22.4,10.5,10.3,23.68,8.11
1989-05-26,33.3,22.4,10.1,10.6,26.29,7.666447368421053
1989-05-27,33.3,22.8,10.9,10.3,26.37,7.84448717948718
1989-05-28,33.7,23.6,8.8,10.0,26.97,5.75
1989-05-29,34.4,26.0,9.1,10.1,26.92,8.77
1989-05-30,33.8,23.1,9.5,7.9,26.49,6.81
1989-05-31,35.1,20.4,9.2,4.8,24.05,9.93
1989-06-01,34.7,20.4,7.994736842105262,5.5,25.86,4.89
1989-06-02,35.1,21.2,7.894736842105263,7.1,26.55,5.81
1989-06-03,33.5,22.6,5.6,7.4,27.145,6.66
1989-06-04,32.9,21.1,7.8,5.0,27.74,7.86
1989-06-05,32.3,22.4,6.0,11.0,27.57,6.56
1989-06-06,34.3,21.1,5.8,6.0,26.44,8.68
1989-06-07,34.2,23.1,9.5,5.8,25.31,10.98
1989-06-08,32.8,22.2,5.3,6.7,25.06,9.9
1989-06-09,30.2,23.2,1.1,1.1,27.45,11.2
1989-06-10,27.9,23.0,7.1,2.0,27.01,9.39
1989-06-11,28.4,22.4,7.2,2.3,26.57,9.81
1989-06-12,28.2,22.7,8.0,7.6,25.98,9.37
1989-06-13,30.0,23.3,9.7,0.7,24.97,8.39
1989-06-14,29.0,22.1,3.8,4.6,23.47,5.74
1989-06-15,30.4,23.2,7.1,0.9,23.24,8.32
1989-06-16,27.7,21.9,4.3,4.8,21.98,10.38
1989-06-17,28.3,22.0,3.75,1.5,24.175,11.86
1989-06-18,27.9,22.1,3.2,0.7,26.37,10.02
1989-06-19,28.5,21.5,5.1,6.1,23.8,10.36
1989-06-20,29.3,21.0,4.1,8.9,21.23,8.953055555555554
1989-06-21,30.3,22.0,7.7,6.5,24.12,9.102162162162164
1989-06-22,30.1,22.1,8.4,8.1,25.28,11.23
1989-06-23,29.1,22.2,5.4,9.2,27.5,11.59
1989-06-24,30.2,22.6,8.3,7.4,26.445,9.859428571428571
1989-06-25,30.6,22.3,5.6,7.0,25.39,9.904242424242426
1989-06-26,29.5,22.2,5.4,5.6,27.21,13.6
1989-06-27,29.8,22.3,4.4,3.7,26.57,9.25
1989-06-28,29.0,23.2,4.9,0.0,25.49,10.855
1989-06-29,27.5,21.8,5.178947368421053,0.0,22.61,12.46
1989-06-30,25.0,22.0,5.078947368421052,0.7,20.59,15.4
1989-07-01,26.8,22.5,3.1,4.5,21.98,14.82
1989-07-02,28.0,22.3,4.7,3.1,23.37,13.48
1989-07-03,28.7,22.1,3.2,8.3,23.73,14.1
1989-07-04,29.0,22.1,3.7,8.7,19.1,15.26
1989-07-05,29.2,22.0,4.4,7.3,17.74,12.52
1989-07-06,29.4,22.4,4.7,2.3,13.555,16.76
1989-07-07,29.4,22.8,3.2,4.7,9.37,12.24
1989-07-08,30.0,22.3,6.8,7.2,20.71,12.35
1989-07-09,29.9,22.2,5.3,5.5,22.62,13.96
1989-07-10,31.6,22.6,3.2,6.8,21.41,15.57
1989-07-11,31.2,22.3,6.9,8.9,17.710500000000003,16.45
1989-07-12,31.3,22.3,6.1,4.7,18.610454545454548,15.86
1989-07-13,30.3,21.9,5.3,5.5,19.219848484848487,15.92
1989-07-14,30.7,22.4,5.1,4.8,24.02,15.225
1989-07-15,30.0,22.6,6.4,2.7,19.24,14.53
1989-07-16,28.3,22.4,5.6,1.4,15.98,13.06
1989-07-17,30.0,22.5,2.2,2.9,16.835,14.57
1989-07-18,29.5,21.8,3.3,7.7,17.69,11.86
1989-07-19,29.1,22.7,5.5,5.2,19.6,13.77
1989-07-20,28.7,22.6,3.8,5.1,18.405,10.59
1989-07-21,28.7,22.2,4.4,1.6,17.21,11.625
1989-07-22,28.1,21.8,0.9,4.2,16.33,12.66
1989-07-23,29.2,22.7,2.4,0.4,15.86,16.36
1989-07-24,27.8,21.4,4.358333333333333,0.0,15.39,14.48
1989-07-25,23.9,21.6,4.297222222222222,0.6,16.01242857142857,12.86
1989-07-26,26.0,21.5,4.141666666666667,1.2,15.941666666666668,13.7
1989-07-27,25.8,21.9,1.5,2.5,16.833472222222223,14.03
1989-07-28,26.1,21.4,4.05,2.5,16.880526315789474,13.2
1989-07-29,26.1,21.1,6.6,7.3,16.723076923076924,15.55
1989-07-30,27.9,21.6,4.1,7.4,15.82307692307692,13.23
1989-07-31,27.8,21.7,12.0,2.5,19.11,13.27
1989-08-01,28.0,22.1,4.0,1.2,16.91,13.72
1989-08-02,26.7,21.3,2.9,3.6,20.79,11.4
1989-08-03,28.2,21.4,3.7,4.9,21.45,14.21
1989-08-04,27.6,21.4,4.0,4.0,10.58,14.95
1989-08-05,26.9,21.4,3.6,5.8,16.672027027027028,13.67
1989-08-06,27.2,21.3,3.7,4.0,15.62472972972973,13.72
1989-08-07,28.3,22.0,5.0,3.4,15.694729729729731,13.52
1989-08-08,27.9,21.9,4.7,3.4,7.57,12.23
1989-08-09,27.3,21.6,2.9,2.2,10.24,11.75
1989-08-10,26.3,21.4,3.7,8.0,10.71,13.67
1989-08-11,27.9,21.1,4.8,5.8,11.72,14.24
1989-08-12,27.6,21.4,4.7,0.0,17.25,13.29
1989-08-13,23.8,20.5,3.95,0.4,9.44,13.41
1989-08-14,26.3,21.4,3.2,5.1,14.649999999999997,9.89
1989-08-15,27.1,19.9,4.0,7.7,14.493529411764705,11.331969696969695
1989-08-16,27.8,21.1,5.2,3.3,13.6,11.577352941176471
1989-08-17,27.2,21.3,5.8,0.2,14.363529411764706,11.18939393939394
1989-08-18,26.7,22.0,7.5,1.1,13.173823529411765,10.89
1989-08-19,27.1,22.1,1.6,0.5,14.724583333333335,14.97
1989-08-20,26.7,22.0,2.2,0.0,14.95,13.02
1989-08-21,25.0,21.2,5.9,5.8,15.304305555555551,13.27
1989-08-22,27.0,21.2,3.5,2.7,14.564861111111112,14.79
1989-08-23,26.8,21.5,4.1,0.1,15.085675675675676,14.78
1989-08-24,24.5,21.4,2.9,0.0,14.104054054054057,13.31
1989-08-25,24.8,21.2,1.7,0.3,14.271944444444449,14.62
1989-08-26,25.4,21.5,1.9,1.8,13.733055555555556,12.79
1989-08-27,26.8,20.1,3.0,4.5,13.972428571428573,13.31
1989-08-28,27.5,21.1,3.7,3.5,14.404999999999998,14.44
1989-08-29,27.3,21.3,2.2,4.7,13.330857142857145,17.32
1989-08-30,27.3,21.1,4.0,2.4,14.710405405405409,14.9
1989-08-31,27.0,21.1,4.0,0.5,14.531153846153847,12.48
1989-09-01,29.1,21.4,3.2,8.7,15.802894736842106,13.16
1989-09-02,28.3,17.2,6.4,10.3,14.68222222222222,11.840857142857145
1989-09-03,29.4,18.5,5.4,10.5,14.7525,11.783382352941176
1989-09-04,30.6,18.8,4.5,9.2,14.356969696969696,14.29
1989-09-05,28.5,19.0,5.3,4.6,22.19,12.885
1989-09-06,28.0,20.0,4.1,3.2,21.86,11.48
1989-09-07,27.4,20.8,3.4,6.5,16.84,13.37
1989-09-08,28.5,20.4,5.0,0.0,20.22,11.94
1989-09-09,25.9,20.4,4.8,3.6,13.364999999999998,10.51
1989-09-10,27.8,20.0,5.3,9.5,6.51,10.75
1989-09-11,28.7,21.6,5.6,8.0,15.31,12.125
1989-09-12,28.8,21.0,7.0,5.8,17.34,13.5
1989-09-13,28.0,19.6,5.8,9.7,15.6,13.82
1989-09-14,29.2,21.3,5.3,6.6,13.86,9.36
1989-09-15,28.8,20.7,6.0,7.4,14.3,9.97
1989-09-16,31.3,22.3,6.2,2.6,14.45,11.49
1989-09-17,29.7,23.2,4.3,5.1,14.6,12.46
1989-09-18,31.2,22.0,2.3,5.0,16.166527777777777,12.33
1989-09-19,30.7,22.0,3.0,2.1,16.03638888888889,11.73
1989-09-20,30.0,21.4,2.3,2.2,8.39,13.09
1989-09-21,27.5,21.3,3.1,6.2,9.86,11.88
1989-09-22,31.6,21.8,3.3,6.7,14.06,12.445
1989-09-23,30.4,20.5,3.3,3.3,16.755,13.01
1989-09-24,29.2,20.8,2.9,4.9,19.45,8.66
1989-09-25,31.6,21.2,3.1,7.1,13.01,7.96
1989-09-26,31.6,20.2,3.7,0.2,19.76,10.24
1989-09-27,28.7,21.2,4.7,2.7,23.21,13.29
1989-09-28,29.8,21.2,5.9,1.5,21.85,13.76
1989-09-29,29.2,21.6,3.2,4.7,17.71644736842105,10.47
1989-09-30,29.5,19.8,6.4,2.2,18.277236842105264,12.28
1989-10-01,29.7,19.8,2.3,3.0,19.78,14.09
1989-10-02,28.0,21.2,0.6,2.4,12.51,9.08
1989-10-03,26.7,20.5,5.5,5.1,15.55,11.94
1989-10-04,30.3,18.9,5.1,7.8,18.59,10.54
1989-10-05,31.6,19.0,3.8,9.0,17.727027027027027,9.14
1989-10-06,32.3,19.7,4.1,8.1,18.92065789473684,13.46
1989-10-07,32.8,19.4,4.7,9.6,19.28,7.83
1989-10-08,33.1,18.1,5.5,9.3,19.065,11.12
1989-10-09,33.8,17.4,6.1,9.2,18.85,11.0
1989-10-10,33.8,18.8,5.3,8.2,15.86,10.82
1989-10-11,33.5,19.1,5.7,10.4,12.78,10.25
1989-10-12,34.0,17.7,5.3,9.0,11.3,9.68
1989-10-13,33.7,19.6,6.7,8.5,11.155,10.9
1989-10-14,33.0,19.0,5.2,8.8,11.01,11.76
1989-10-15,33.0,15.8,5.0,10.6,12.05,11.11
1989-10-16,33.5,18.8,5.0,9.5,13.09,11.61
1989-10-17,35.0,17.7,6.4,9.9,16.61,7.23
1989-10-18,33.5,16.0,5.8,10.6,20.13,9.261805555555556
1989-10-19,32.2,14.4,5.4,10.5,17.51878787878788,8.760714285714286
1989-10-20,32.6,15.0,6.0,10.5,18.148970588235294,11.24
1989-10-21,32.8,15.2,6.0,10.5,17.96457142857143,9.76
1989-10-22,32.3,13.9,6.6,10.4,19.81,9.99
1989-10-23,31.9,12.5,7.1,10.3,19.105,9.15
1989-10-24,32.2,13.8,6.3,10.3,18.4,13.46
1989-10-25,31.7,16.4,4.7,9.7,11.66,9.12
1989-10-26,33.0,17.1,6.9,10.4,19.43,5.97
1989-10-27,32.7,17.4,5.9,5.95,23.82,7.07
1989-10-28,33.1,16.8,6.8,1.5,22.83,5.91
1989-10-29,33.5,16.8,6.8,4.7,21.84,4.74
1989-10-30,33.3,17.1,4.7,10.2,24.3,5.97
1989-10-31,31.7,16.2,6.5,10.5,22.21,5.765
1989-11-01,32.0,15.0,5.2,9.6,22.09,5.56
1989-11-02,31.5,13.5,4.1,10.5,18.19,4.96
1989-11-03,31.2,13.2,4.7,10.4,21.93,5.54
1989-11-04,31.5,13.0,4.8,10.2,23.24,6.03
1989-11-05,31.8,13.2,5.1,10.2,20.76,5.52
1989-11-06,31.0,13.4,4.1,9.7,22.5,5.12
1989-11-07,31.3,12.6,3.9,10.5,22.44,5.69
1989-11-08,30.8,12.4,4.9,10.6,22.7,5.63
1989-11-09,31.0,12.4,5.2,9.3,22.96,4.28
1989-11-10,30.6,18.2,5.0,5.0,22.67,4.46
1989-11-11,31.3,18.2,3.7,7.8,22.17,4.05
1989-11-12,32.1,19.2,3.2,9.8,19.07,4.5
1989-11-13,31.6,16.4,4.1,10.2,19.985,4.12
1989-11-14,31.6,16.3,5.9,10.4,20.9,4.07
1989-11-15,30.3,18.1,5.3,10.1,21.29,4.57
1989-11-16,31.4,19.2,4.1,9.4,21.5,6.09
1989-11-17,32.3,18.1,5.8,10.3,21.14,6.59
1989-11-18,32.7,15.0,5.3,9.9,21.23,4.7
1989-11-19,31.8,14.1,4.3,10.0,20.53,4.58
1989-11-20,31.0,14.5,3.6,9.9,20.47,6.11
1989-11-21,31.4,14.4,4.9,10.0,19.04,4.7
1989-11-22,31.6,12.5,5.3,10.0,18.11,4.5
1989-11-23,30.7,11.8,5.9,10.0,18.8,5.97
1989-11-24,31.5,12.55,3.8,10.1,15.68,4.22
1989-11-25,31.3,13.3,5.4,9.9,17.89,5.51
1989-11-26,31.0,13.2,5.0,10.0,18.165000000000003,4.08
1989-11-27,30.2,11.7,5.1,9.9,17.989705882352936,7.39
1989-11-28,30.5,12.1,3.9,9.5,18.75,4.89
1989-11-29,31.0,12.5,4.0,9.6,18.775714285714287,3.81
1989-11-30,30.7,12.0,4.4,10.1,18.214027777777776,5.19
1989-12-01,29.0,11.6,4.3,9.7,20.23,6.57
1989-12-02,29.1,12.7,4.9,9.8,19.85,9.85
1989-12-03,28.5,12.1,6.5,9.6,19.55,6.54
1989-12-04,29.1,11.8,7.3,9.8,19.31,5.22
1989-12-05,29.4,11.4,5.8,9.6,19.07,5.81
1989-12-06,29.5,11.3,3.9,9.2,19.1,5.24
1989-12-07,28.4,11.0,4.5,9.0,19.24,2.99
1989-12-08,28.8,8.2,3.8,9.9,18.955,4.34
1989-12-09,27.9,8.2,4.6,9.9,18.67,4.155
1989-12-10,27.7,8.6,4.8,9.7,18.41,3.97
1989-12-11,27.0,9.5,4.5,8.3,18.02,4.42
1989-12-12,29.3,11.0,4.7,9.9,17.63,4.4
1989-12-13,28.8,10.5,5.1,9.8,17.27,3.69
1989-12-14,28.2,10.6,4.1,9.9,17.01,3.57
1989-12-15,26.7,10.2,5.6,9.9,17.32,3.51
1989-12-16,26.5,8.4,6.4,9.7,18.12,3.41
1989-12-17,25.7,8.0,5.7,9.9,17.34,3.91
1989-12-18,25.7,7.1,4.5,9.9,16.56,3.61
1989-12-19,26.2,8.1,4.7,9.6,14.02,3.57
1989-12-20,28.2,10.0,3.4,9.9,15.275,3.78
1989-12-21,29.8,12.2,4.7,7.7,16.53,3.72
1989-12-22,29.6,13.9,3.7,9.4,17.52,2.85
1989-12-23,29.9,13.9,4.4,9.4,17.57,3.97
1989-12-24,29.5,12.4,6.0,8.1,16.59,4.13
1989-12-25,28.4,12.0,4.8,8.1,16.41,3.67
1989-12-26,27.3,15.6,2.8,5.4,16.82,3.94
1989-12-27,25.8,11.6,4.3,6.7,15.58,4.19
1989-12-28,26.1,15.4,4.3,4.4,15.29,4.04
1989-12-29,28.5,12.0,4.0,6.8,16.61,3.61
1989-12-30,30.2,18.5,3.2,3.7,15.6,3.52
1989-12-31,29.3,15.5,1.8,8.7,16.22,3.57
1990-01-01,30.4,14.3,4.5,9.4,15.96,3.98
1990-01-02,30.7,12.7,4.0,9.1,14.96,4.55
1990-01-03,29.6,12.8,2.9,9.4,13.96,4.18
1990-01-04,31.4,15.6,3.6,8.0,11.59,3.84
1990-01-05,30.5,14.9,4.8,9.7,17.36,3.95
1990-01-06,29.7,14.0,3.9,9.9,16.45,4.13
1990-01-07,29.7,11.5,4.0,9.9,16.05,4.12
1990-01-08,28.9,10.1,4.6,10.0,17.9,3.67
1990-01-09,28.6,11.5,6.2,8.9,16.18,3.77
1990-01-10,28.7,12.2,4.6,9.9,16.86,4.609999999999999
1990-01-11,30.9,12.1,3.8,9.9,17.04,4.468235294117647
1990-01-12,30.5,9.1,5.4,10.0,16.64,4.51
1990-01-13,29.9,9.0,6.2,10.0,15.73,4.672727272727272
1990-01-14,31.3,9.0,4.7,9.8,15.11,4.783378378378378
1990-01-15,32.6,9.2,4.2,10.1,16.115972222222226,4.449583333333333
1990-01-16,32.2,8.2,5.4,10.0,15.299714285714286,4.793428571428572
1990-01-17,31.4,8.6,3.9,10.0,15.94857142857143,4.7297142857142855
1990-01-18,31.5,9.3,3.3,10.0,16.36,4.891285714285715
1990-01-19,30.7,9.6,4.3,10.1,16.475,4.951944444444444
1990-01-20,31.5,8.3,5.7,10.1,16.59,4.982432432432432
1990-01-21,32.1,8.0,6.1,10.2,16.38,5.024428571428572
1990-01-22,31.8,9.1,4.4,10.2,17.32,4.833636363636363
1990-01-23,31.0,10.4,4.9,10.2,16.5,4.836944444444445
1990-01-24,30.3,9.5,5.9,10.1,16.64,4.993611111111111
1990-01-25,31.2,9.4,6.0,10.3,16.44,4.55
1990-01-26,31.3,9.0,4.8,10.3,16.47,5.19
1990-01-27,32.8,9.7,4.8,10.4,16.1,3.82
1990-01-28,33.3,10.1,4.7,10.4,16.46,3.64
1990-01-29,33.7,9.9,6.2,10.4,17.08,3.6
1990-01-30,33.1,10.6,6.4,10.100000000000001,15.24,3.22
1990-01-31,34.0,11.4,3.7,9.8,15.93,3.385
1990-02-01,33.9,11.7,4.7,8.9,16.62,3.55
1990-02-02,33.7,10.3,5.3,9.2,16.683205128205124,3.89
1990-02-03,33.9,10.0,4.6,10.0,16.67628205128205,3.06
1990-02-04,33.6,11.3,5.2,10.3,16.57217948717949,2.87
1990-02-05,34.2,10.4,4.3,10.2,15.27,4.0
1990-02-06,33.6,10.7,5.0,10.3,17.0,3.465
1990-02-07,32.9,10.8,4.9,10.3,17.11,2.93
1990-02-08,32.2,13.9,5.5,9.1,17.98,3.52
1990-02-09,31.4,13.2,5.4,7.9,17.87,3.79
1990-02-10,31.2,13.8,5.1,10.2,17.87828947368421,4.18
1990-02-11,32.9,15.5,5.2,9.6,17.74111111111111,5.93
1990-02-12,32.1,15.0,5.2,9.6,17.469,3.15
1990-02-13,34.1,15.6,4.8,9.6,16.08,3.49
1990-02-14,32.7,14.0,5.2,9.4,16.3,4.16
1990-02-15,32.3,13.4,5.3,10.3,17.88,3.04
1990-02-16,30.4,10.6,5.9,10.0,18.36,2.89
1990-02-17,30.1,9.9,5.7,10.5,17.89,3.01
1990-02-18,30.9,15.0,4.9,10.1,17.86,5.114615384615385
1990-02-19,28.0,6.7,8.4,10.4,17.05,5.030384615384615
1990-02-20,29.1,7.0,6.9,10.5,18.11,2.77
1990-02-21,29.5,8.1,6.0,10.4,18.14,4.345
1990-02-22,29.3,9.6,5.6,10.4,18.08,5.92
1990-02-23,30.4,9.5,5.3,10.4,18.09,7.54
1990-02-24,30.5,9.9,5.5,10.6,18.56,7.66
1990-02-25,30.8,10.2,5.8,10.6,19.35,4.68
1990-02-26,31.2,12.0,6.7,10.5,18.73,5.095285714285714
1990-02-27,31.9,12.0,7.0,9.4,18.11,5.285135135135135
1990-02-28,33.4,16.2,5.8,10.6,18.46,3.42
1990-03-01,31.1,17.2,6.9,9.8,18.56,5.241176470588235
1990-03-02,30.1,11.8,6.4,9.9,18.2,5.04764705882353
1990-03-03,31.0,8.6,7.3,10.0,17.88,5.047000000000001
1990-03-04,28.7,9.2,7.4,10.0,19.59,5.0538235294117655
1990-03-05,28.1,12.6,8.3,10.2,21.3,5.245
1990-03-06,29.9,12.6,7.6,8.3,20.31,5.354428571428572
1990-03-07,31.0,12.3,5.8,10.8,20.26,5.543472222222223
1990-03-08,31.3,10.5,6.2,10.6,21.1,5.560571428571428
1990-03-09,31.4,13.5,7.7,10.4,20.81,5.5475
1990-03-10,33.0,14.3,7.5,10.5,21.5,5.129722222222222
1990-03-11,34.6,16.7,8.7,10.5,21.87,4.901617647058823
1990-03-12,32.3,13.6,8.8,10.3,21.67,4.875
1990-03-13,33.9,13.6,7.1,10.7,22.71,5.017121212121212
1990-03-14,35.3,17.4,7.1,9.6,21.91,5.193823529411765
1990-03-15,35.2,16.9,6.9,10.3,21.52,5.70875
1990-03-16,35.5,15.7,7.4,10.5,21.9,5.4290540540540535
1990-03-17,35.4,15.4,7.5,9.8,21.17,5.345
1990-03-18,35.7,17.8,9.8,8.4,20.45,5.3735135135135135
1990-03-19,36.5,19.3,6.9,9.0,21.18,5.322297297297298
1990-03-20,36.9,18.4,8.3,8.5,17.66,5.097297297297298
1990-03-21,35.9,16.8,7.9,10.0,19.01,5.323611111111112
1990-03-22,37.0,18.3,8.4,10.2,19.49,5.5025
1990-03-23,36.1,17.3,10.6,10.9,19.07,5.5025
1990-03-24,33.5,16.5,11.9,10.5,19.91,5.21671875
1990-03-25,31.2,9.0,13.2,10.1,22.15837837837838,3.87
1990-03-26,31.6,13.3,7.4,10.7,22.203333333333333,3.41
1990-03-27,33.9,16.2,6.9,10.3,18.46,3.83
1990-03-28,34.0,17.3,9.1,10.2,17.9,3.42
